ลำดับ,รายชื่อสถานประกอบการ,สำนักวิชา,หลักสูตร,จังหวัดที่ตั้ง,latitude,longitude
,,,,กรุงเทพมหานคร,13.742196,100.53376
,,,,กรุงเทพมหานคร,13.793934,100.509486
,,,,กรุงเทพมหานคร,13.779652,100.53693
,,,,กรุงเทพมหานคร,13.780534,100.508276
,,,,กรุงเทพมหานคร,13.755098,100.535392
,,,,กรุงเทพมหานคร,13.760144,100.537954
,,,,กรุงเทพมหานคร,13.733122,100.525805
,,,,กรุงเทพมหานคร,13.791436,100.506552
,,,,กรุงเทพมหานคร,13.743717,100.467263
,,,,กรุงเทพมหานคร,13.735149,100.53895
,,,,กรุงเทพมหานคร,13.749175,100.541447
,,,,กรุงเทพมหานคร,13.767383,100.519684
,,,,กรุงเทพมหานคร,13.726,100.519033
,,,,กรุงเทพมหานคร,13.742682,100.533974
,,,,กรุงเทพมหานคร,13.732441,100.482273
,,,,กรุงเทพมหานคร,13.767273,100.475971
,,,,กรุงเทพมหานคร,13.727707,100.480404
,,,,กรุงเทพมหานคร,13.78426,100.535072
,,,,กรุงเทพมหานคร,13.742732,100.503476
,,,,กรุงเทพมหานคร,13.764884,100.503621
,,,,กรุงเทพมหานคร,13.755712,100.507556
,,,,กรุงเทพมหานคร,13.777379,100.495093
,,,,กรุงเทพมหานคร,13.719134,100.471379
,,,,กรุงเทพมหานคร,13.768339,100.481239
,,,,กรุงเทพมหานคร,13.725284,100.512169
,,,,กรุงเทพมหานคร,13.765058,100.541158
,,,,กรุงเทพมหานคร,13.771843,100.508866
,,,,กรุงเทพมหานคร,13.729934,100.468898
,,,,กรุงเทพมหานคร,13.751908,100.478371
,,,,กรุงเทพมหานคร,13.784821,100.507302
,,,,กรุงเทพมหานคร,13.735113,100.513768
,,,,กรุงเทพมหานคร,13.782669,100.531816
,,,,กรุงเทพมหานคร,13.779942,100.540868
,,,,กรุงเทพมหานคร,13.752785,100.533637
,,,,กรุงเทพมหานคร,13.719059,100.533222
,,,,กรุงเทพมหานคร,13.738691,100.502718
,,,,กรุงเทพมหานคร,13.73368,100.539574
,,,,กรุงเทพมหานคร,13.780825,100.531698
,,,,กรุงเทพมหานคร,13.72092,100.476201
,,,,กรุงเทพมหานคร,13.743744,100.473834
,,,,กรุงเทพมหานคร,13.791167,100.533624
,,,,กรุงเทพมหานคร,13.723208,100.525765
,,,,กรุงเทพมหานคร,13.719386,100.472978
,,,,กรุงเทพมหานคร,13.733619,100.537928
,,,,กรุงเทพมหานคร,13.774515,100.499832
,,,,กรุงเทพมหานคร,13.733443,100.51033
,,,,กรุงเทพมหานคร,13.740548,100.523494
,,,,กรุงเทพมหานคร,13.752217,100.484371
,,,,กรุงเทพมหานคร,13.753613,100.503967
,,,,กรุงเทพมหานคร,13.761179,100.505601
,,,,กรุงเทพมหานคร,13.744308,100.533927
,,,,กรุงเทพมหานคร,13.768013,100.482817
,,,,กรุงเทพมหานคร,13.775204,100.489516
,,,,กรุงเทพมหานคร,13.718873,100.479712
,,,,กรุงเทพมหานคร,13.785303,100.495108
,,,,กรุงเทพมหานคร,13.732882,100.517939
,,,,กรุงเทพมหานคร,13.718094,100.504783
,,,,กรุงเทพมหานคร,13.785302,100.529781
,,,,กรุงเทพมหานคร,13.727365,100.495943
,,,,กรุงเทพมหานคร,13.750398,100.52006
,,,,กรุงเทพมหานคร,13.783267,100.473663
,,,,กรุงเทพมหานคร,13.770529,100.541185
,,,,กรุงเทพมหานคร,13.733698,100.483436
,,,,กรุงเทพมหานคร,13.741422,100.488886
,,,,กรุงเทพมหานคร,13.730068,100.537847
,,,,กรุงเทพมหานคร,13.787936,100.536699
,,,,กรุงเทพมหานคร,13.763089,100.474333
,,,,กรุงเทพมหานคร,13.759412,100.52163
,,,,กรุงเทพมหานคร,13.734636,100.491356
,,,,กรุงเทพมหานคร,13.747657,100.506571
,,,,กรุงเทพมหานคร,13.771068,100.476052
,,,,กรุงเทพมหานคร,13.766869,100.515891
,,,,กรุงเทพมหานคร,13.72318,100.496257
,,,,กรุงเทพมหานคร,13.723917,100.498873
,,,,กรุงเทพมหานคร,13.777863,100.465173
,,,,กรุงเทพมหานคร,13.766677,100.464699
,,,,กรุงเทพมหานคร,13.767066,100.50149
,,,,กรุงเทพมหานคร,13.758499,100.467981
,,,,กรุงเทพมหานคร,13.793892,100.517847
,,,,กรุงเทพมหานคร,13.757967,100.516679
,,,,กรุงเทพมหานคร,13.778122,100.513982
,,,,กรุงเทพมหานคร,13.719928,100.527206
,,,,กรุงเทพมหานคร,13.775899,100.477865
,,,,กรุงเทพมหานคร,13.750385,100.53066
,,,,กรุงเทพมหานคร,13.737858,100.480254
,,,,กรุงเทพมหานคร,13.739109,100.522188
,,,,กรุงเทพมหานคร,13.760017,100.466354
,,,,กรุงเทพมหานคร,13.76735,100.466844
,,,,กรุงเทพมหานคร,13.790689,100.492664
,,,,กรุงเทพมหานคร,13.791147,100.494951
,,,,กรุงเทพมหานคร,13.785303,100.485916
,,,,กรุงเทพมหานคร,13.791877,100.52393
,,,,กรุงเทพมหานคร,13.717041,100.505275
,,,,กรุงเทพมหานคร,13.789046,100.473712
,,,,กรุงเทพมหานคร,13.780305,100.502024
,,,,กรุงเทพมหานคร,13.729432,100.488822
,,,,กรุงเทพมหานคร,13.774299,100.469598
,,,,กรุงเทพมหานคร,13.770032,100.477701
,,,,กรุงเทพมหานคร,13.720966,100.512361
,,,,กรุงเทพมหานคร,13.737617,100.534166
,,,,กรุงเทพมหานคร,13.7171,100.539319
,,,,กรุงเทพมหานคร,13.765591,100.510431
,,,,กรุงเทพมหานคร,13.720643,100.509788
,,,,กรุงเทพมหานคร,13.778558,100.48022
,,,,กรุงเทพมหานคร,13.753606,100.517097
,,,,กรุงเทพมหานคร,13.776292,100.465644
,,,,กรุงเทพมหานคร,13.738013,100.470967
,,,,กรุงเทพมหานคร,13.782582,100.531112
,,,,กรุงเทพมหานคร,13.73839,100.466328
,,,,กรุงเทพมหานคร,13.719469,100.519409
,,,,กรุงเทพมหานคร,13.742436,100.532154
,,,,กรุงเทพมหานคร,13.78223,100.527349
,,,,กรุงเทพมหานคร,13.794613,100.531187
,,,,กรุงเทพมหานคร,13.728807,100.511613
,,,,กรุงเทพมหานคร,13.771302,100.464424
,,,,กรุงเทพมหานคร,13.753459,100.51224
,,,,กรุงเทพมหานคร,13.769364,100.506957
,,,,กรุงเทพมหานคร,13.790709,100.536232
,,,,กรุงเทพมหานคร,13.786016,100.491709
,,,,กรุงเทพมหานคร,13.764345,100.492425
,,,,กรุงเทพมหานคร,13.779565,100.487232
,,,,กรุงเทพมหานคร,13.727389,100.525063
,,,,กรุงเทพมหานคร,13.73722,100.478801
,,,,กรุงเทพมหานคร,13.7677,100.46701
,,,,กรุงเทพมหานคร,13.777429,100.510118
,,,,กรุงเทพมหานคร,13.786634,100.482485
,,,,กรุงเทพมหานคร,13.77251,100.537683
,,,,กรุงเทพมหานคร,13.773211,100.488718
,,,,กรุงเทพมหานคร,13.741449,100.521306
,,,,กรุงเทพมหานคร,13.722301,100.477482
,,,,กรุงเทพมหานคร,13.718815,100.510239
,,,,กรุงเทพมหานคร,13.738583,100.534727
,,,,กรุงเทพมหานคร,13.767734,100.525604
,,,,กรุงเทพมหานคร,13.784235,100.51487
,,,,กรุงเทพมหานคร,13.742587,100.477584
,,,,กรุงเทพมหานคร,13.737468,100.534449
,,,,กรุงเทพมหานคร,13.756608,100.486551
,,,,กรุงเทพมหานคร,13.721638,100.462061
,,,,กรุงเทพมหานคร,13.753786,100.463151
,,,,กรุงเทพมหานคร,13.771235,100.537018
