ลำดับ,รายชื่อสถานประกอบการ,สำนักวิชา,หลักสูตร,จังหวัดที่ตั้ง,latitude,longitude
2265.0,บริษัท ทีละเฟรม สตูดิโอ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,นนทบุรี,13.89215,100.550153
2266.0,บริษัท บอทแอนด์ไลฟ์ จํากัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.756315,100.477596
2267.0,บริษัท ไซเทคเอเชีย โซลูชั่น จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.745035,100.52175
2268.0,Programme Chairperson Department of Communication,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.721675,100.476714
2269.0,ศูนย์บริการการศึกษา มหาวิทยาลัยวลัยลักษณ์,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.733755,100.480465
2270.0,วิทยาลัยเทคนิคสุราษฎร์ธานี,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,สุราษฎร์ธานี,9.174359,99.345259
2271.0,บริษัท เฟลิโคะ สตูดิโอ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.745348,100.487025
2272.0,บริษัท อิ๊กลู สตูดิโอ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.748421,100.510041
2273.0,บริษัท เอ ดรีม สตูดิโอ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,นนทบุรี,13.830897,100.525968
2274.0,สำนักการศึกษาและนวัตกรรมการเรียนรู้ มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตหาดใหญ่,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,สงขลา,7.153675,100.510528
2275.0,"บริษัท ซีเมด เมดิคอล จำกัด (CMED Medical Co., Ltd.)",สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,ปทุมธานี,14.058895,100.488061
2276.0,บริษัท ซีแอลเอ็กซ์ ไทย จำกัด สาขากรุงเทพมหานคร,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.723594,100.466162
2277.0,บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน) จังหวัดยะลา,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,ยะลา,6.516537,101.282711
2278.0,บริษัท แบรนด์ธิงค์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.738058,100.49543
2279.0,บริษัท ยานนิกซ์ จํากัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.782837,100.492764
2280.0,บริษัท เรเนเกด ฟิล์ม จำกัด (เทพลีลา),สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.751483,100.510811
2281.0,บริษัท โลละห้า จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.732325,100.490814
2282.0,มูลนิธิซีจีเอ็นทีวีไทย,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.79033,100.471315
2283.0,ศาลแขวงทุ่งสง,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,นครศรีธรรมราช,8.414271,99.980682
2284.0,บริษัท สถาพรบุ๊คส์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.779143,100.507434
2285.0,บริษัท โกปี๊ 2001 จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,นครศรีธรรมราช,8.455798,99.932623
2286.0,ศาลแขวงทุ่งสง,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,นครศรีธรรมราช,8.439269,99.941623
2287.0,บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,ภูเก็ต,7.886475,98.395712
2288.0,บริษัท วิธิตา แอนิเมชั่น จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.771715,100.49659
2289.0,บริษัท เรเนเกด ฟิล์ม จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.739344,100.530631
2290.0,บริษัท บัซซี่บีส์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.771051,100.51976
2291.0,บริษัท ยานนิกซ์ จํากัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.76307,100.466712
2292.0,องค์การกระจายเสียงและแพร่ภาพสาธารณะแห่งประเทศไทย ศูนย์ภูมิภาคหาดใหญ่,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,สงขลา,7.136495,100.494572
2293.0,บริษัท วายวีอาร์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,ปทุมธานี,13.983977,100.555977
2294.0,บริษัท อธิยา แอดเวอร์ไทซิ่ง แอนด์ พริ้นติ้ง จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,ประจวบคีรีขันธ์,11.818319,99.832625
2295.0,บริษัท อีสท์อินโนเวชั่น จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.795022,100.481463
2296.0,บริษัท เอสอาร์พี อี-เอ็นเนอร์ยี่ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,นครศรีธรรมราช,8.471207,100.001524
2297.0,สหกรณ์สุราษฎร์ธานี จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,สุราษฎร์ธานี,9.123865,99.351409
2298.0,Nakhon Art Space,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,นครศรีธรรมราช,8.446761,99.950261
2299.0,บริษัท เซ็นเตอร์พ้อยท์ เอ็นเตอร์เทนเม้นท์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.747092,100.491207
2300.0,บริษัท บอร์น ทูบี ภูเก็ตเถียน จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,ภูเก็ต,7.871253,98.374485
2301.0,บริษัท บิ๊กเบรน สตูดิโอ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.741888,100.534852
2302.0,บริษัท วินเนสต์ บางกอก เฮลท์แคร์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.736122,100.526408
2303.0,บริษัท โกปี๊ 2001 จำกัด สาขาเซ็นทารา,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,นครศรีธรรมราช,8.433787,99.949633
2304.0,บริษัท ฮัลโหล ภูเก็ต เซอร์วิส จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,ภูเก็ต,7.846135,98.376259
2305.0,บริษัท โทมิ เทค 24 จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.768749,100.528171
2306.0,บริษัท อินไซด์ โปรดักชั่นเฮาส์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีมัลติมีเดีย แอนิเมชันและเกม,กรุงเทพมหานคร,13.744051,100.515362
2307.0,ที่ว่าการปกครองอำเภอบางขัน,รัฐศาสตร์และนิติศาสตร์,รัฐประศาสนศาสตร์,นครศรีธรรมราช,8.43371,99.969397
2308.0,การไฟฟ้าส่วนภูมิภาคจังหวัดระนอง,สาธารณสุขศาสตร์,อาชีวอนามัย,ระนอง,9.913976,98.610824
2309.0,โรงแรม โฮม่า ภูเก็ต ทาวน์,สาธารณสุขศาสตร์,อาชีวอนามัย,ภูเก็ต,7.870262,98.399929
2310.0,บริษัท พริมา มารีน จำกัด (มหาชน),สาธารณสุขศาสตร์,อาชีวอนามัย,กรุงเทพมหานคร,13.754986,100.482012
2311.0,โรงแรม อันดารา รีสอร์ท เรสซิเด้นซ์,สาธารณสุขศาสตร์,อาชีวอนามัย,ภูเก็ต,7.905445,98.392644
2312.0,บริษัท ปตท. จำกัด (มหาชน) คลังปิโตรเลียมสุราษฎร์ธานี,สาธารณสุขศาสตร์,อาชีวอนามัย,สุราษฎร์ธานี,9.123325,99.359873
2313.0,โรงพยาบาลกระบี่,สาธารณสุขศาสตร์,อาชีวอนามัย,กระบี่,8.058612,98.914272
2314.0,โรงพยาบาลสิชล,สาธารณสุขศาสตร์,อาชีวอนามัย,นครศรีธรรมราช,8.424269,99.966387
2315.0,โรงแรม อ่าวนาง วิลล่า รีสอร์ท,สาธารณสุขศาสตร์,อาชีวอนามัย,กระบี่,8.058937,98.889144
,,,,กรุงเทพมหานคร,13.752756,100.520711
,,,,กรุงเทพมหานคร,13.767246,100.480412
,,,,กรุงเทพมหานคร,13.774371,100.4793
,,,,กรุงเทพมหานคร,13.763789,100.514178
,,,,กรุงเทพมหานคร,13.725038,100.485467
,,,,กรุงเทพมหานคร,13.793911,100.465376
,,,,กรุงเทพมหานคร,13.725607,100.525671
,,,,กรุงเทพมหานคร,13.758912,100.518478
,,,,กรุงเทพมหานคร,13.722411,100.479591
,,,,กรุงเทพมหานคร,13.74601,100.464567
,,,,กรุงเทพมหานคร,13.768709,100.520518
,,,,กรุงเทพมหานคร,13.738073,100.517701
,,,,กรุงเทพมหานคร,13.719379,100.526433
,,,,กรุงเทพมหานคร,13.750615,100.509752
,,,,กรุงเทพมหานคร,13.735039,100.471925
,,,,กรุงเทพมหานคร,13.730669,100.535883
,,,,กรุงเทพมหานคร,13.778349,100.529504
,,,,กรุงเทพมหานคร,13.773939,100.529668
,,,,กรุงเทพมหานคร,13.739282,100.54156
,,,,กรุงเทพมหานคร,13.726146,100.46975
,,,,กรุงเทพมหานคร,13.726162,100.469059
,,,,กรุงเทพมหานคร,13.745959,100.500804
,,,,กรุงเทพมหานคร,13.729308,100.490023
,,,,กรุงเทพมหานคร,13.755603,100.484227
,,,,กรุงเทพมหานคร,13.753749,100.491976
,,,,กรุงเทพมหานคร,13.791925,100.477401
,,,,กรุงเทพมหานคร,13.754833,100.480689
,,,,กรุงเทพมหานคร,13.774344,100.480784
,,,,กรุงเทพมหานคร,13.73855,100.522946
,,,,กรุงเทพมหานคร,13.764237,100.482109
,,,,กรุงเทพมหานคร,13.722479,100.529975
,,,,กรุงเทพมหานคร,13.736994,100.492747
,,,,กรุงเทพมหานคร,13.789595,100.502125
,,,,กรุงเทพมหานคร,13.728847,100.463084
,,,,กรุงเทพมหานคร,13.785337,100.496061
,,,,กรุงเทพมหานคร,13.778948,100.484131
,,,,กรุงเทพมหานคร,13.745239,100.47832
,,,,กรุงเทพมหานคร,13.737069,100.471916
,,,,กรุงเทพมหานคร,13.749473,100.485573
,,,,กรุงเทพมหานคร,13.76701,100.478983
,,,,กรุงเทพมหานคร,13.776175,100.474651
,,,,กรุงเทพมหานคร,13.747107,100.535422
,,,,กรุงเทพมหานคร,13.73829,100.530772
,,,,กรุงเทพมหานคร,13.767348,100.532546
,,,,กรุงเทพมหานคร,13.736638,100.461956
,,,,กรุงเทพมหานคร,13.779187,100.494794
,,,,กรุงเทพมหานคร,13.738845,100.476697
,,,,กรุงเทพมหานคร,13.72127,100.500062
,,,,กรุงเทพมหานคร,13.751366,100.531108
,,,,กรุงเทพมหานคร,13.796103,100.524636
,,,,กรุงเทพมหานคร,13.750083,100.493815
,,,,กรุงเทพมหานคร,13.788811,100.520562
,,,,กรุงเทพมหานคร,13.766471,100.474428
,,,,กรุงเทพมหานคร,13.729778,100.532172
,,,,กรุงเทพมหานคร,13.729463,100.527666
,,,,กรุงเทพมหานคร,13.776885,100.484515
,,,,กรุงเทพมหานคร,13.794019,100.540759
,,,,กรุงเทพมหานคร,13.736542,100.508413
,,,,กรุงเทพมหานคร,13.733919,100.481979
,,,,กรุงเทพมหานคร,13.720316,100.479265
,,,,กรุงเทพมหานคร,13.782345,100.529852
,,,,กรุงเทพมหานคร,13.746459,100.500682
,,,,กรุงเทพมหานคร,13.734268,100.529151
,,,,กรุงเทพมหานคร,13.784317,100.517625
,,,,กรุงเทพมหานคร,13.71918,100.517558
,,,,กรุงเทพมหานคร,13.726715,100.531684
,,,,กรุงเทพมหานคร,13.720673,100.537883
,,,,กรุงเทพมหานคร,13.74502,100.490196
,,,,กรุงเทพมหานคร,13.770195,100.477925
,,,,กรุงเทพมหานคร,13.744897,100.530389
,,,,กรุงเทพมหานคร,13.721102,100.500948
,,,,กรุงเทพมหานคร,13.774829,100.519103
,,,,กรุงเทพมหานคร,13.764519,100.473296
,,,,กรุงเทพมหานคร,13.751249,100.470354
,,,,กรุงเทพมหานคร,13.783142,100.477262
,,,,กรุงเทพมหานคร,13.738574,100.483987
,,,,กรุงเทพมหานคร,13.720411,100.529969
,,,,กรุงเทพมหานคร,13.781054,100.464124
,,,,กรุงเทพมหานคร,13.781795,100.479483
,,,,กรุงเทพมหานคร,13.769683,100.488939
,,,,กรุงเทพมหานคร,13.748166,100.520789
,,,,กรุงเทพมหานคร,13.784994,100.48304
,,,,กรุงเทพมหานคร,13.775215,100.483258
,,,,กรุงเทพมหานคร,13.768945,100.508938
,,,,กรุงเทพมหานคร,13.760081,100.479012
,,,,กรุงเทพมหานคร,13.78643,100.537766
,,,,กรุงเทพมหานคร,13.75432,100.484044
,,,,กรุงเทพมหานคร,13.790957,100.471284
,,,,กรุงเทพมหานคร,13.734614,100.488273
,,,,กรุงเทพมหานคร,13.737883,100.468833
,,,,กรุงเทพมหานคร,13.795188,100.539639
,,,,กรุงเทพมหานคร,13.74905,100.501878
,,,,กรุงเทพมหานคร,13.776008,100.463003
,,,,กรุงเทพมหานคร,13.778741,100.508569
,,,,กรุงเทพมหานคร,13.78826,100.508791
,,,,กรุงเทพมหานคร,13.791109,100.491649
,,,,กรุงเทพมหานคร,13.723565,100.495223
,,,,กรุงเทพมหานคร,13.787113,100.490686
,,,,กรุงเทพมหานคร,13.744318,100.463911
,,,,กรุงเทพมหานคร,13.745069,100.539239
,,,,กรุงเทพมหานคร,13.738199,100.486347
,,,,กรุงเทพมหานคร,13.757322,100.535444
,,,,กรุงเทพมหานคร,13.761326,100.525482
,,,,กรุงเทพมหานคร,13.754524,100.515149
,,,,กรุงเทพมหานคร,13.79322,100.48338
,,,,กรุงเทพมหานคร,13.740275,100.469422
,,,,กรุงเทพมหานคร,13.789226,100.514298
,,,,กรุงเทพมหานคร,13.766615,100.514723
,,,,กรุงเทพมหานคร,13.752904,100.49568
,,,,กรุงเทพมหานคร,13.768082,100.466916
,,,,กรุงเทพมหานคร,13.756006,100.52299
,,,,กรุงเทพมหานคร,13.769447,100.521847
,,,,กรุงเทพมหานคร,13.755282,100.535069
,,,,กรุงเทพมหานคร,13.736792,100.517329
,,,,กรุงเทพมหานคร,13.771409,100.496364
,,,,กรุงเทพมหานคร,13.731257,100.508394
,,,,กรุงเทพมหานคร,13.733162,100.533112
,,,,กรุงเทพมหานคร,13.743157,100.540138
,,,,กรุงเทพมหานคร,13.718992,100.518156
,,,,กรุงเทพมหานคร,13.718421,100.473528
,,,,กรุงเทพมหานคร,13.791585,100.534734
,,,,กรุงเทพมหานคร,13.79224,100.534359
,,,,กรุงเทพมหานคร,13.783491,100.536058
,,,,กรุงเทพมหานคร,13.795335,100.52193
,,,,กรุงเทพมหานคร,13.79042,100.499731
,,,,กรุงเทพมหานคร,13.780364,100.480504
,,,,กรุงเทพมหานคร,13.723557,100.49331
,,,,กรุงเทพมหานคร,13.749465,100.501452
,,,,กรุงเทพมหานคร,13.738054,100.535607
,,,,กรุงเทพมหานคร,13.721487,100.478013
,,,,กรุงเทพมหานคร,13.756867,100.521016
,,,,กรุงเทพมหานคร,13.795619,100.471895
,,,,กรุงเทพมหานคร,13.726033,100.492474
,,,,กรุงเทพมหานคร,13.758034,100.485103
,,,,กรุงเทพมหานคร,13.784245,100.490538
,,,,กรุงเทพมหานคร,13.769795,100.497076
,,,,กรุงเทพมหานคร,13.795421,100.480288
,,,,กรุงเทพมหานคร,13.741991,100.49748
,,,,กรุงเทพมหานคร,13.78055,100.484386
,,,,กรุงเทพมหานคร,13.716728,100.506027
,,,,กรุงเทพมหานคร,13.74765,100.468909
,,,,กรุงเทพมหานคร,13.795566,100.514009
,,,,กรุงเทพมหานคร,13.734886,100.5371
,,,,กรุงเทพมหานคร,13.767752,100.530866
,,,,กรุงเทพมหานคร,13.743377,100.4891
,,,,กรุงเทพมหานคร,13.746539,100.490636
,,,,กรุงเทพมหานคร,13.72112,100.517332
,,,,กรุงเทพมหานคร,13.721049,100.494331
,,,,กรุงเทพมหานคร,13.742505,100.508909
,,,,กรุงเทพมหานคร,13.785328,100.530954
,,,,กรุงเทพมหานคร,13.777504,100.468765
,,,,กรุงเทพมหานคร,13.74611,100.488305
,,,,กรุงเทพมหานคร,13.789769,100.462101
,,,,กรุงเทพมหานคร,13.771587,100.495216
,,,,กรุงเทพมหานคร,13.717324,100.521274
,,,,กรุงเทพมหานคร,13.732716,100.475645
,,,,กรุงเทพมหานคร,13.74354,100.480463
,,,,กรุงเทพมหานคร,13.792296,100.523767
,,,,กรุงเทพมหานคร,13.745714,100.535617
,,,,กรุงเทพมหานคร,13.772041,100.507883
,,,,กรุงเทพมหานคร,13.759086,100.517155
,,,,กรุงเทพมหานคร,13.723687,100.494156
,,,,กรุงเทพมหานคร,13.785912,100.463086
,,,,กรุงเทพมหานคร,13.75106,100.526749
,,,,กรุงเทพมหานคร,13.782007,100.493281
,,,,กรุงเทพมหานคร,13.788823,100.516976
,,,,กรุงเทพมหานคร,13.794388,100.541559
,,,,กรุงเทพมหานคร,13.787594,100.480518
,,,,กรุงเทพมหานคร,13.739942,100.465572
,,,,กรุงเทพมหานคร,13.746837,100.488058
,,,,กรุงเทพมหานคร,13.760029,100.471364
,,,,กรุงเทพมหานคร,13.739093,100.467481
,,,,กรุงเทพมหานคร,13.739983,100.48712
,,,,กรุงเทพมหานคร,13.783286,100.508754
,,,,กรุงเทพมหานคร,13.78968,100.498118
,,,,กรุงเทพมหานคร,13.729958,100.53453
,,,,กรุงเทพมหานคร,13.755937,100.47052
,,,,กรุงเทพมหานคร,13.748809,100.53642
,,,,กรุงเทพมหานคร,13.724138,100.46594
,,,,กรุงเทพมหานคร,13.732886,100.50662
,,,,กรุงเทพมหานคร,13.795965,100.518312
,,,,กรุงเทพมหานคร,13.720404,100.538396
,,,,กรุงเทพมหานคร,13.727341,100.540639
,,,,กรุงเทพมหานคร,13.738082,100.524581
,,,,กรุงเทพมหานคร,13.741542,100.535527
,,,,กรุงเทพมหานคร,13.79158,100.467985
,,,,กรุงเทพมหานคร,13.767714,100.541709
,,,,กรุงเทพมหานคร,13.764088,100.487433
,,,,กรุงเทพมหานคร,13.771955,100.506733
,,,,กรุงเทพมหานคร,13.724683,100.465235
,,,,กรุงเทพมหานคร,13.784472,100.51541
,,,,กรุงเทพมหานคร,13.732862,100.491554
,,,,กรุงเทพมหานคร,13.777085,100.508013
,,,,กรุงเทพมหานคร,13.754857,100.488677
,,,,กรุงเทพมหานคร,13.754613,100.519226
,,,,กรุงเทพมหานคร,13.765855,100.509972
,,,,กรุงเทพมหานคร,13.730766,100.536432
,,,,กรุงเทพมหานคร,13.770373,100.47427
,,,,กรุงเทพมหานคร,13.757309,100.488118
,,,,กรุงเทพมหานคร,13.78062,100.48808
,,,,กรุงเทพมหานคร,13.725898,100.498967
,,,,กรุงเทพมหานคร,13.71881,100.522451
,,,,กรุงเทพมหานคร,13.77932,100.525209
,,,,กรุงเทพมหานคร,13.78814,100.532483
,,,,กรุงเทพมหานคร,13.725242,100.501715
,,,,กรุงเทพมหานคร,13.76341,100.477129
,,,,กรุงเทพมหานคร,13.772898,100.48842
,,,,กรุงเทพมหานคร,13.789184,100.533138
,,,,กรุงเทพมหานคร,13.75719,100.525458
,,,,กรุงเทพมหานคร,13.753724,100.482161
,,,,กรุงเทพมหานคร,13.727038,100.509358
,,,,กรุงเทพมหานคร,13.766929,100.481986
,,,,กรุงเทพมหานคร,13.736095,100.541514
,,,,กรุงเทพมหานคร,13.725833,100.463846
,,,,กรุงเทพมหานคร,13.768213,100.511391
,,,,กรุงเทพมหานคร,13.731436,100.525659
,,,,กรุงเทพมหานคร,13.769416,100.526059
,,,,กรุงเทพมหานคร,13.739207,100.536022
,,,,กรุงเทพมหานคร,13.726759,100.485461
,,,,กรุงเทพมหานคร,13.732279,100.540443
,,,,กรุงเทพมหานคร,13.723201,100.484807
,,,,กรุงเทพมหานคร,13.791605,100.468295
,,,,กรุงเทพมหานคร,13.788497,100.540216
,,,,กรุงเทพมหานคร,13.753627,100.476545
,,,,กรุงเทพมหานคร,13.738792,100.531628
,,,,กรุงเทพมหานคร,13.752371,100.496323
,,,,กรุงเทพมหานคร,13.793468,100.515658
,,,,กรุงเทพมหานคร,13.734521,100.498474
,,,,กรุงเทพมหานคร,13.754208,100.503051
,,,,กรุงเทพมหานคร,13.716836,100.512477
,,,,กรุงเทพมหานคร,13.724107,100.535494
,,,,กรุงเทพมหานคร,13.75221,100.506183
,,,,กรุงเทพมหานคร,13.794384,100.484503
,,,,กรุงเทพมหานคร,13.726811,100.495376
,,,,กรุงเทพมหานคร,13.783487,100.528977
,,,,กรุงเทพมหานคร,13.742002,100.466022
,,,,กรุงเทพมหานคร,13.725555,100.524725
,,,,กรุงเทพมหานคร,13.780874,100.516148
,,,,กรุงเทพมหานคร,13.756336,100.515838
,,,,กรุงเทพมหานคร,13.734295,100.537413
,,,,กรุงเทพมหานคร,13.769407,100.522328
,,,,กรุงเทพมหานคร,13.777826,100.540415
,,,,กรุงเทพมหานคร,13.75423,100.513154
,,,,กรุงเทพมหานคร,13.735421,100.480938
,,,,กรุงเทพมหานคร,13.774143,100.536898
,,,,กรุงเทพมหานคร,13.796065,100.491407
,,,,กรุงเทพมหานคร,13.787617,100.509096
,,,,กรุงเทพมหานคร,13.796126,100.488042
,,,,กรุงเทพมหานคร,13.795729,100.490866
,,,,กรุงเทพมหานคร,13.738786,100.528328
,,,,กรุงเทพมหานคร,13.762814,100.515413
,,,,กรุงเทพมหานคร,13.741532,100.530446
,,,,กรุงเทพมหานคร,13.749317,100.523521
,,,,กรุงเทพมหานคร,13.762212,100.493438
,,,,กรุงเทพมหานคร,13.770135,100.515806
,,,,กรุงเทพมหานคร,13.777868,100.496485
,,,,กรุงเทพมหานคร,13.765408,100.518039
,,,,กรุงเทพมหานคร,13.727037,100.535943
,,,,กรุงเทพมหานคร,13.755535,100.48443
,,,,กรุงเทพมหานคร,13.751937,100.531648
,,,,กรุงเทพมหานคร,13.750997,100.52756
,,,,กรุงเทพมหานคร,13.73566,100.501594
,,,,กรุงเทพมหานคร,13.763517,100.496617
,,,,กรุงเทพมหานคร,13.754713,100.510556
,,,,กรุงเทพมหานคร,13.77309,100.523486
,,,,กรุงเทพมหานคร,13.736255,100.500658
,,,,กรุงเทพมหานคร,13.764692,100.521031
,,,,กรุงเทพมหานคร,13.753039,100.470565
,,,,กรุงเทพมหานคร,13.778556,100.507764
,,,,กรุงเทพมหานคร,13.732299,100.531096
,,,,กรุงเทพมหานคร,13.755607,100.486871
,,,,กรุงเทพมหานคร,13.767727,100.514671
,,,,กรุงเทพมหานคร,13.733586,100.490377
,,,,กรุงเทพมหานคร,13.760912,100.503563
,,,,กรุงเทพมหานคร,13.758377,100.519012
,,,,กรุงเทพมหานคร,13.78908,100.488836
,,,,กรุงเทพมหานคร,13.792891,100.541032
,,,,กรุงเทพมหานคร,13.737951,100.463747
,,,,กรุงเทพมหานคร,13.757277,100.484783
,,,,กรุงเทพมหานคร,13.761805,100.462808
,,,,กรุงเทพมหานคร,13.741565,100.505319
,,,,กรุงเทพมหานคร,13.770448,100.488333
,,,,กรุงเทพมหานคร,13.788382,100.465292
,,,,กรุงเทพมหานคร,13.740466,100.515988
,,,,กรุงเทพมหานคร,13.732912,100.533327
,,,,กรุงเทพมหานคร,13.773951,100.473434
,,,,กรุงเทพมหานคร,13.77404,100.531764
,,,,กรุงเทพมหานคร,13.75243,100.507414
,,,,กรุงเทพมหานคร,13.785877,100.523556
,,,,กรุงเทพมหานคร,13.71785,100.483522
,,,,กรุงเทพมหานคร,13.753978,100.491998
,,,,กรุงเทพมหานคร,13.78834,100.531312
,,,,กรุงเทพมหานคร,13.772187,100.527113
,,,,กรุงเทพมหานคร,13.774842,100.515779
,,,,กรุงเทพมหานคร,13.747606,100.534426
,,,,กรุงเทพมหานคร,13.778898,100.523806
,,,,กรุงเทพมหานคร,13.753347,100.4985
,,,,กรุงเทพมหานคร,13.721358,100.522162
,,,,กรุงเทพมหานคร,13.728724,100.534308
,,,,กรุงเทพมหานคร,13.734266,100.474464
,,,,กรุงเทพมหานคร,13.727814,100.537721
,,,,กรุงเทพมหานคร,13.738243,100.528974
,,,,กรุงเทพมหานคร,13.770944,100.532564
,,,,กรุงเทพมหานคร,13.761972,100.47974
,,,,กรุงเทพมหานคร,13.757946,100.536201
,,,,กรุงเทพมหานคร,13.785799,100.527081
,,,,กรุงเทพมหานคร,13.767375,100.487198
,,,,กรุงเทพมหานคร,13.743723,100.516178
,,,,กรุงเทพมหานคร,13.777824,100.476291
,,,,กรุงเทพมหานคร,13.729693,100.504911
,,,,กรุงเทพมหานคร,13.790573,100.50618
,,,,กรุงเทพมหานคร,13.762912,100.469648
,,,,กรุงเทพมหานคร,13.716948,100.470431
,,,,กรุงเทพมหานคร,13.795523,100.498895
,,,,กรุงเทพมหานคร,13.738246,100.516002
,,,,กรุงเทพมหานคร,13.742618,100.52273
,,,,กรุงเทพมหานคร,13.745446,100.504592
,,,,กรุงเทพมหานคร,13.75417,100.521588
,,,,กรุงเทพมหานคร,13.771091,100.523454
,,,,กรุงเทพมหานคร,13.788687,100.526625
,,,,กรุงเทพมหานคร,13.736785,100.540697
,,,,กรุงเทพมหานคร,13.791826,100.468271
,,,,กรุงเทพมหานคร,13.716969,100.533282
,,,,กรุงเทพมหานคร,13.750995,100.540321
,,,,กรุงเทพมหานคร,13.778429,100.488177
,,,,กรุงเทพมหานคร,13.742813,100.493652
,,,,กรุงเทพมหานคร,13.755161,100.488239
,,,,กรุงเทพมหานคร,13.771651,100.493224
,,,,กรุงเทพมหานคร,13.743183,100.471666
